NO,TYPE,PLATE_NO,OWNER NAME,ENGIN NO,SERIAL NO,TITLE CER NO,REG/ DATE,MAKE,MODEL,CAPACITY,ENG POWER HP,M/FA/ YEAR,FILE NO,REGION,CITY,WOREDA,KEBELE,P O Box,TELL,T/ S/No,DATE,DUTY,DATA,Remark,Edesate,EGED,EGED D,EGED N,BIR AMMOUNT,BANK B,Tin Number,Field1
,COMPACTOR,ሥከ-CM-0088,Woliyta Sodo City Mazeg.Bete,A7307900313,629,6697,04/06/02,Xiagong,XG6204M,20,168,2009,1972-CM-01,South,Sodo,Sodo,---,---,0465511484/2598/,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0089,Dire dawa City Adminstration,A7307900236,645,6810,06/07/20,Xiagong,XG6204M,20,168,2009,2038-CM-01,DD,DD,---,3,1334,111228,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0090,Oromia Water Works Construction Enterprise,A7307900286,640,6824,07/07/02,Xiagong,XG6204M,20,168,2009,1675-CM-01,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0091,Oromia Water Works Construction Enterprise,A7307900333,641,6825,07/07/02,Xiagong,XG6204M,20,168,2009,1675-CM-02,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0092,Oromia Water Works Construction Enterprise,A7307900334,642,6826,07/07/02,Xiagong,XG6204M,20,168,2009,1675-CM-03,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0093,Oromia Water Works Construction Enterprise,A7307900317,643,6827,07/07/02,Xiagong,XG6204M,20,168,2009,1675-CM-04,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0094,Amhara Road Works Enterprise,C6E16690,FCS00307,7100,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-01,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0095,Amhara Road Works Enterprise,C6E16673,FCS00302,7102,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-02,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0096,Amhara Road Works Enterprise,C6E19954,FCS00297,7103,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-03,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0097,Amhara Road Works Enterprise,C6E19993,FCS00305,7104,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-04,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0098,AMHARA ROAD WORKS ENTERPRISE,*C6E16710*,*FCS00301*,7105,14/10/02,CAT,CS56,12.5,147,2009,2109-CM-05,AMHARA,AMHARA,GOJAM,-,-,-,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0098,Amhara Road Works Enterprise,C6E16710,FCS00301.,7105,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-05,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0099,Amhara Road Works Enterprise,C6E16681,FCS00304,7106,14/10/02,Cat,CS56,12.5,147,2009,2109-CM-06,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0100,Amhara Road Works Enterprise,CRS58267,C8M00283,7107,14/10/02,Cat,CB534D,10.45,125,2009,2109-CM-07,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0101,Hawassa City Administration,A7307900386,603A,7459,30/02/03,XGMA,XG6204M,20,168,2009,2209-CM-01,South,South,Awassa,---,---,0911555498/0462206745,,,FREE,,,,,,,,,,
353,COMPACTOR,ሥከ-CM-0102,Defence Construction & Engineering Enterprise.,87015879,Y06536,7923,03/09/03,Liugong,CLG612H,12.3,110,2010,1729-CM-05,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,COMPACTOR,ሥከ-CM-0104,Defence Construction & Engineering Enterprise.,87015895,Y06537,8691,14/06/04,Liugong,CLG612H,12.3,147,2010,1729-CM-01,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
341,COMPACTOR,ሥከ-CM-0105,Defence Construction & Engineering Enterprise.,87015880,Y06613,8692,14/06/04,Liugong,CLG612H,12.3,147,2010,1729-CM-02,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,COMPACTOR,ሥከ-CM-0106,Defence Construction & Engineering Enterprise.,87015890,Y06615,8693,14/06/04,Liugong,CLG612H,12.3,147,2010,1729-CM-03,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0107,Defence Construction & Engineering Enterprise.,87015894,Y06616,8694,14/06/04,Liugong,CLG612H,12.3,147,2010,1729-CM-04,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
,ROLLER,ሥከ-CM-0108,Ethiopian Electric Power Corporation,3693973182695,SR13YD100029,9384,11/12/04,SHANTUI,SR13D,13TON,125HP,2011,772-CM-01,AA,AA,Yeka,---,1233,0111550811/0116463213,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0109,AMARA WATER WORKS CONSTRUCTION,*C6E49115*,*CATOCP76VC7L00227*,13675,13/09/06,CAT,CP76,16.896,174,2012,1722-CM-01,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0109,Rural Roads Authority Gov,C6E15939,CATOCS56LFCS00193,11989,22/12/05,CAT,CS56,14,150,2010,1695-CM-01,AM,AM,DM,--,---,0918353699/0912105560,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0110,AMARA WATER WORKS CONSTRUCTION,*C6E-49121*,*CATOCP76CC7L00226*,13676,13/09/06,CAT,CP76,16.896,174,2012,1722-CM-03,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0111,AMARA WATER WORKS CONSTRUCTION,*87270844*,*BR01670*,13680,13/09/06,LIUGANG,CLG612H,13.6,147,2011,1722-CM-05,AMARA,BAHERDAR,BAHERDAR,14,,924244933,,,FREE,,,,,,,,,,
,ROLLERE,ሥከ-CM-01157,ADESE KETEMA MENEGDOHE BALSELTANE,22306515,10000324KJC008722,453,26/10/11,ROLLER,CC6200,11.88,152,2018,7281/CM/04,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,ROLLERE,ሥከ-CM-01157,ADESE KETEMA MENEGDOHE BALSELTANE,22312345,10000324JJC008723,454,04/13/12,ROLLER,CC2200,11.88,152,2018,7281/CM/04,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,COMPACTOR,ሥከ-CM-0116,AMHARA HENSA SERAWOC CONSTRACTION,87362585,CR018023,400,16/12/11,CHINA,CLG612H,12.3,158,2013,1895-CM-01,AMHARA,AMHARA,BAHER DAR,,1792,912912752,14203,18-11-11,FREE,17/12/11,ስም ለውጥ,2012/2013,,,,,,,
,COMPACTOR,ሥከ-CM-0117,AMARA WATER WORKS CONSTRUCTION,*C6E49507*,*CATOCP76AC7L00228*,14496,26/01/07,CAT,CP76,17.127,174,----,1722-CM-02,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0118,DEFENCE CONSTRUCTION ENTERPRISE,87204718,CCN438H1181010106,15334,05/06/07,POWERPAC,CPT288H III,10,138,2011,1729-CM-07,AA,AA,KIRKOS,,3414,0114422260/70,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0119,DEFENCE CONSTRUCTION ENTERPRISE,87200776,CCN438H1181010107,15335,05/06/07,POWERPAC,CT438-III,10,138,2011,1729-CM-08,AA,AA,KIRKOS,----,3414,0114422260/70,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0120,DEFENCE CONSTRUCTION ENTERPRISE,87246231,CCN288H1181010103,15336,05/06/07,POWERPAC,CT288H-III,12,168,2011,1729-CM-09,AA,AA,KIRKOS,----,3414,0114422260/70,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0121,DEFENCE CONSTRUCTION ENTERPRISE,87200775,CCN438H1181010105,15337,05/06/07,POWERPAC,CT438-III,10,138,2011,1729-CM-10,AA,AA,KIRKOS,----,3414,0114422260/70,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0122,DEFENCE CONSTRUCTION ENTERPRISE,87246229,CCN228H1181010102,15338,05/06/07,POWERPAC,CPT288H III,12,168,2011,1729-CM-11,AA,AA,KIRKOS,,3414,0114422260/70,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0123,DEFENCE CONSTRUCTION ENTERPRISE,87246223,CCN228H1181010101,15339,05/06/07,POWERPAC,CPT288H III,12,167.5,2011,1729-CM-12,AA,AA,KIRKOS,,3414,0114422260/70,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0124,SHASEMENE MANUCIPALITY,21950466,1202120050,15346,10/06/07,XCMG,XS202,20,184.92,---,4834-CM-01,OROMIA,OROMIA,ABOSATO,3,1,461103755,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0125,AMHARA ROAD WORKS ENTERPRISE,21960332,1202120059,15413,20/06/07,XCMG,XS202,20 ton,185,2012,2109-CM-07,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0126,AMHARA ROAD WORKS ENTERPRISE,D9123010527,4262120031,15414,20/06/07,XCMG,XP262,20 ton,154,2012,2109-CM-08,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0128,Addis Abeba k/A/Y/D/Q/M/M Masiwegega,LHX28775,Cat0826HTAWF00717,17082,17/05/08,Cat,826H,37,354,2012,2754-CM-01,AA,AA,A/kitema,5,56193,11275002,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0129,Addis Abeba k/A/Y/D/Q/M/M Masiwegega,LHX27941,Cat0826HTAWF00711,17083,17/05/08,Cat,826H,37,354,2011,2754-CM-02,AA,AA,A/kitema,5,56193,11275002,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0130,Adola Woyu Mazegaja Bet,10963496,101583231331,17536,16/07/08,Bomag,BW216D-4,15.7,100,2010,5705-CM-01,AA,AA,Bole,,,,16322,21/12/07,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0131,Tigray Water Works Construction Enterprise,D9127022221,3142120197,18196,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-05,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0132,Tigray Water Works Construction Enterprise,D9126020909,3142120150,18197,05/11/08,XCMG,XS142JPD,15,123,2012,2421-CM-01,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0133,Tigray Water Works Construction Enterprise,D9126020943,3142120152,18198,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-03,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0134,Tigray Water Works Construction Enterprise,D9126020899,3142120156,18199,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-04,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0135,Tigray Water Works Construction Enterprise,87147127,SR18MA200614,18200,05/11/08,XCMG,XS142JPD,15,123.3,2011,2421-CM-09,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0136,Tigray Water Works Construction Enterprise,87147122,SR18MA200612,18201,05/11/08,XCMG,XS18M-2,18,153,2011,2421-CM-02,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0137,Tigray Water Works Construction Enterprise,D9126020906,3142120157,18202,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-10,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0138,Tigray Water Works Construction Enterprise,D9126020947,3142120154,18203,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-08,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0139,Tigray Water Works Construction Enterprise,D9127022220,3142120195,18204,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-07,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,COMPACTOR,ሥከ-CM-0140,Tigray Water Works Construction Enterprise,D9126020944,3142120160,18205,05/11/08,XCMG,XS142JPD,15,123.3,2012,2421-CM-06,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,06/03/15,,,,,,,,,
,COMPACTOR,ሥከ-CM-0141,Sold Waste Re-Use and Disposal,728286,101570441015,19641,19/07/09,Bomag,BC672RB-2,32.1,442,2016,2752-CM-04,AA,AA,A/Ketema,5,,118290030,,,FREE,22/07/09,አዲስ ሊብሬ,,,,,,,,
,COMPACTOR,ሥከ-CM-0142,Sold Waste Re-Use and Disposal,737750,101570441016,19640,19/07/09,Bomag,BC672RB-2,32.1,442,2016,2752-CM-03,AA,AA,A/Ketema,5,,118290030,,,FREE,22/07/09,አዲስ ሊብሬ,,,,,,,,
,COMPACTOR,ሥከ-CM-0143,Menkorer Construction enterprise,CTS10628,CATCS533ETJL05467,19256,18/05/09,CAT,CS533E,15.5,130,2015,2835-CM-02,AM,AM,markos,6,-,923423563,,,FREE,17/02/10,አዲስ ሊብሬ,,,,,,,,
,COMPACTOR,ሥከ-CM-0144,AMHARA ROAD WORKS ENTERPRISE,A7GG0C00035,4203120028,20893,12/04/10,XCMG,XP203,11.74,124,2012,2109-CM-12,AMHARA,AMHARA,B/Dare,16,1678,582204486,,,FREE,16/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-0145,AMHARA ROAD WORKS ENTERPRISE,A7GG0C00027,4203120025,20892,12/04/10,XCMG,XP203,11.74,124,2012,2109-CM-11,AMHARA,AMHARA,B/Dare,16,1678,582204486,,,FREE,16/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-0146,AMARA WATER WORK CONSTRUCTION,BR016671,30DO439111461,21578,12/08/10,Roller,LIVGONG,12-3,145,2011,1722-CM-06,AMARA,BAHERDAR,BAHERDAR,,106,58220288,,,FREE,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-0147,AMHARA NATIONAL REGIONAL STATE CONSTRUCTION & HOUSING DEVELOPMENT AGENCY,11776387,101586001080,21594,22/08/10,Bomag,BOMAG,4.9,74,2015,5040-CM-01,AM,AM,Naher/Dare,11,11888,0582180091/0013,,,PAID,26/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-0148,AMHARA HENSA SERAWOC CONSTRACTION,11889916,861538211330,399,16/12/11,Bomag,BW24BH,8.3,100,2016,1895-CM-02,AMHARA,B/DAR,,,,582180906,22176,09/01/11,FREE,17/12/11,ስም ለውጥ,2011/2012,,,,,,,
,COMPACTOR,ሥከ-CM-0149,AMAHARA BUILDING WORKS CONSTRUCTION ENTERPRISE,11776386,101586001079,22385,30/02/11,BOMAG,BW145D-5,4.9ton,73HP,2015,5040-CM-02,AMAHARA,B/DAR,B/DAR,11,11888,0910992463/0967994210,,,FREE,,,,,,,,,,
,ROLLER,ሥከ-CM-0150,AMHARA HENTSA SERAWOCH CONSTRUCTION,21472573,62511001,380,01/12/11,DYNAPAC,CC422,10.4,125HP,1998,1895-CM-08,AMHARA,,,,,,,,FREE,13/12/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,ROLLER,ሥከ-CM-0151,A/A/ ROAD AUTHORITY,22319636,10000324VJC008725,434,04/02/12,DYNAPAC,CC6200,13.95TON,151HP,2018,7281-CM-07,AA,AA,N/Lafto,,,113713400,,,FREE,08/03/12,አዲስ ሊብሬ,,,,,,,,
,ROLLER,ሥከ-CM-0152,A/A/ROAD AUTHORITY,22319615,10000324CJC008724,433,04/13/12,DYNAPAC,CC6200,13.95TON,151HP,2018,7281-CM-08,AA,AA,N/Lafto,,,113713400,,,FREE,08/03/12,አዲስ ሊብሬ,,,,,,,,
,ROLEER,ሥከ-CM-0152,YESUOMLY KELELE MNGDOUCI CON,562058,XCMG10370JBCTO470,852,04/05/12,XCMG,XE370C,1.5,255,,7434-EX-02,JEJEGA,JEJEGA,,7,,928909413,,,FREE,14/07/12,አዲስ ሊብሬ,2012/2013,,,,,,38092082,
,ROLLER,ሥከ-CM-0154,ADDIS CITY ROAD AUTHORITY,68351239,10200311LJE005474,467,04/03/12,DYNAPAC,CC2200,7.7TON,80.4,2018,728-CM-09,AA,AA,N/LAFTO,,,113713400,,,FREE,08/03/12,,,,,,,,,
,ROLLERE,ሥከ-CM-0154,ADESE KETEMA MENEGDOHE BALSELTANE,68351239,10200311LJE05474,467,04/13/11,ROLLER,CC2200,7.7,80.4,2018,7281/CM/09,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,ROLLER,ሥከ-CM-0156,ADDI S ABAB CITY ROAD AUTHORITY,22306515,10000324KJC008722,156,26/10/12,DYNAPAC,CC6200,11.88TON,152HP,2018,7281-CM-03,AA,AA,N/LAFTO,,,113713400,,,FREE,,,,,,,,,,
,ROLLERE,ሥከ-CM-0158,ADESE KETEMA MENEGDOHE BALSELTANE,22306497,10000324AJC008726,455,04/13/11,ROLLER,CC6200,11.88,152,2018,7281/CM/05,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,ROLLER,ሥከ-CM-0159,A/A/CITY ROAD AUTHORITY,68351244,10200311HJE005475,159,26/10/12,DYNAPAC,CC2200C,7.7TON,80.4HP,2018,7281-CM-02,AA,AA,N/LAFTO,,,113713400,,,FREE,08/03/12,አዲስ ሊብሬ,,,,,,,,
,ROLLERE,ሥከ-CM-0160,ADESE KETEMA MENEGDOHE BALSELTANE,68351250,10200311CJE005284,465,04/13/11,ROLLER,CC2200,7.7,80.4,2018,7281/CM/09,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,ROLLERE,ሥከ-CM-0161,ADESE KETEMA MENEGDOHE BALSELTANE,68351246,10200311TJE005447,466,04/13/11,ROLLER,CC2200,7.7,80.4,2018,7281/CM/06,AA,LAFETO,08/09,,,113713400,,,FREE,20/01/11,አዲስ ሊብሬ,2011/212,,,,,,,
,ROLER,ሥከ-CM-0162,WELDYA KETEMA ASETDADER,915300451,FR023989,497,26/01/12,LIUGONG,CLG6120,20TON,140HP,2015,7040/CM/01,AMHARA,WOLDYA,101,,,912266542,,,FREE,14/02/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,ROLLER,ሥከ-CM-0163,Dessie KETEMA ASETDADERE,D9153004942,FRO23992,524,03/02/12,LIUGONG,CLG6120,20TON,140,2015,7059/CM/01,AMHARA,DESSIE,,10,,,,,FREE,13/02/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,ROLEEE,ሥከ-CM-0164,DESYE KETEMA ASETDADERE MNEGDOCE BALSELTANE,9154007270,FR023717,522,03/02/12,LIUGONG,CLG6616,16TON,140,2015,7059/CM/02,AMHARA,DESSIE,10,,,,,,FREE,14/02/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,ROLERE,ሥከ-CM-0165,YBUYE KETEMA ASETDADERE,6P17J045039,LGR8160VJ0600013,816,20/04/12,SDLG,RS8160,16TON,158,2018,6727/CM/01,AMARA,GOJAME,,,,913303815,,,FREE,29/04/12,,2012/2013,,,,,,,
,ROLLER,ሥከ-CM-0166,YESOUMAYI KELELE MENGDOCE CONSETRCON,7326305B,2102120001,854,04/05/12,XCMG,XP201,12TON,125HP,2012,7434-CM-01,JEJEGA,JEJEGA,,7,,928909413,,,FREE,14/07/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,ROLERRE,ሥከ-CM-0167,SOUMLY KELELEL MNGDOCE CONSTRCION,732630600,4202120002,858,05/05/12,XCMG,XP201,12 TON,125,2012,7434/CM/02,JEJEGA,JEJEGA,,,,,,,FREE,,,,,,,,,,
,ROLEER,ሥከ-CM-0168,SOUMALY KELELE MNEGDOCI CON,73182723,SR13YD100028,900,26/05/12,SHANTU,SR13D,13.1,129.98,2011,7041-CM-01,OROMYA,METU MAZGAJA,,2,,474411174,,,FREE,14/07/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,ROLLER,ሥከ-CM-0170,Amhara National Region Water Works Construction Enterprise,87270835,BR01669,2010,24/07/13,LIUGONG,CLG612H,12TON,142HP,2011,1722-CM-08A,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,ROLLER,ሥከ-CM-0171,Amhara National Region Water Works Construction Enterprise,CPT26873,CATCS563CASA01361,2002,24/07/13,CAT,CS-563E,12.1T,143HP,2006,1722-CM-07,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,ROLLER,ሥከ-CM-0172,Amhara National Region Water Works Construction Enterprise,4TF78183,CATCP563VSLZ00320,2008,24/07/13,CAT,CP-563D,11.5TON,153HP,2002,1722-CM-09,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,DOZER,ሥከ-CM-0175,ETH.CON DESIGN & SUPER WORKS CORP,87558984,CCN428T1181010123,2474,20/12/13,POWERPLUS,CT428-111,10TON,125HP,2013,7962/CM/01,AA,BOLE,,,,116614501,,,FREE,07/01/14,አዲስ ሊብሬ,,,,,,,48703199,
,DOZER,ሥከ-CM-0176,ETH.CON DESIGN & SUPER WORKS CORP,D913701881,3142120148,2473,20/12/13,XCMG,XS142JPO,15TON,154HP,2012,7962/CM/02,AA,BOLE,,,,116614501,,,FREE,07/01/14,አዲስ ሊብሬ,,,,,,,48703199,
,ROLLER,ሥከ-CM-0178,YABELO CITY ADMINISTRATION,D9159010721,FR025013,3915,12/04/15,LINGLONG,CLG616,16TON,140,2015,8128/CM/01,DEBEU,YABELO,,,,911093423,,,FREE,18/04/15,NEW,,,,,,,,
,ROLLER,ሥከ-CM-0570,Amhara National Region Water Works Construction Enterprise,4TF77431,CATCP563LSLZ00319,2007,24/07/13,CAT,CP-563D,11.5T,153HP,2002,1722-CM-08,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,ROLEER,ሥከ-CM-1027,SYOBE TEGABOU,751327,60116811,510,09/01/12,V.ROULER,CC122,2.6,30HP,2003,7303/CM/01,AA,AKAKEYI,,,,911017046,,,FREE,07/02/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,COMPACTOR,ሥከ-CM-112,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*21720496*,*201530601788*,13789,27/09/06,BOMAG,BW24R,14.95Ton,99,2006,4481-CM-01,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-113,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*21720499*,*201530601796*,13790,27/09/06,BOMAG,BW24R,99,99,2006,4481-CM-02,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-114,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*21720493*,*201530601793*,13791,27/09/06,BOMAG,BW24R,14.95 Ton,99,2006,4481-CM-03,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-115,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*21720502*,*201530601791*,13792,27/09/06,BOMAG,BW24R,14.95 Ton,99,2006,4481-CM-04,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,COMPACTOR,ሥከ-CM-1191,AMARA WATER WORK CONSTRUCTION,87737368,S150AA3000270,16872,12/04/08,SHANTUI,SL50W-3,3,214,2011,5360-CM-02,AM,AM,B/Dare,14,106,582200480,,,PAID,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-1192,AMARA WATER WORK CONSTRUCTION,87753609,SL5AA3000271,16873,12/04/10,SHANTUI,SL50W-3,3,214,2011,5360-CM-01,AM,AM,B/Dare,14,106,582200480,,,PAID,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,COMPACTOR,ሥከ-CM-127,AMHARA ROAD WORKS ENTERPRISE,D9123010524,4262120027,15415,20/06/07,XCMG,XP262,20ton,154,2012,2109-CM-09,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,PAID,,,,,,,,,,
25,ROLLER,ሥከ-CM-1460,ETHIOPIAN ROAD ADMINSTRATION,D9138020606,XUG01423HDJE02690,3734,19/04/15,XCMG,XS142,14TON,124HP,2013,8197/CM/01,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,13/03/15,TRANSFER,2015/2016,,,,,,,
,ROLLER,ሥከ-CM-173,Amhara National Region Water Works Construction Enterprise,4TF69800,5LZ00132,2012,24/07/13,CAT,CP563D,11.5TON,153HP,2001,1722-CM-07A,AMARA,BAHERDAR,BAHERDAR,14,106,0918782890/0582200280,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,CONCRETE MIXER,ሥከ-CMM-0001,Ethiopia Construction Workers Corpretion,U633890B,BF08H01167,21410,04/07/10,FIORI,FB460,90-120,112,2016,026-CMM-05,AA,AA,Bole,9,,118883458,,,FREE,11/07/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,CONCRETE MIXER,ሥከ-CMM-0002,Ethiopia Construction Workers Corpretion,U634968B,BF08H01174,21407,04/07/10,FIORI,DB460,90-120,112,2016,026-CMM-06,AA,AA,Bole,9,,118883458,,,FREE,11/07/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,CONCRETE MIXER,ሥከ-CMM-0003,Ethiopia Construction Workers Corpretion,U633886B,BF08H01175,21408,04/07/10,FIORI,FB460,90-120,112,2016,026-CMM-02,AA,AA,Bole,9,,118883458,,,FREE,11/07/10,አዲስ ሊብሬ,2010/2011,,,,,,,
